date,year,month,month_name,day,day_of_week,country,region,state,city,latitude,longitude,group_name,attack_type,target_type,weapon_type,killed,wounded,casualties,log_casualties,success,suicide,summary
2014-02-09,2014,2,February,9,Sunday,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Private Citizens & Property,Explosives,2.0,7.0,9.0,2.302585092994046,1,0,"02/09/2014: An explosives-laden vehicle detonated at the Orah market in Sadr City neighborhood, Baghdad city, Baghdad governorate, Iraq. Two people were killed and at least seven were injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
2014-02-11,2014,2,February,11,Tuesday,Iraq,Middle East & North Africa,NIneveh,Mosul,36.354145,43.14357,Islamic State of Iraq and the Levant (ISIL),Hostage Taking (Kidnapping),Military,Firearms,15.0,0.0,15.0,2.772588722239781,1,0,"02/11/2014: Assailants attacked an army camp providing security for an oil pipeline in Ayn al-Jahish village, Mosul district, Nineveh governorate, Iraq. At least 15 soldiers were killed in the attack, eight of whom were briefly kidnapped and beheaded. Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
2014-02-12,2014,2,February,12,Wednesday,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Private Citizens & Property,Explosives,0.0,3.0,3.0,1.3862943611198906,1,0,"02/12/2014: An explosives-laden vehicle detonated on the Diyala Bridge in Jaser Diyala neighborhood, Baghdad city, Baghdad governorate, Iraq. At least three people were injured in the blast. Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
2014-02-13,2014,2,February,13,Thursday,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Private Citizens & Property,Explosives,1.0,6.0,7.0,2.0794415416798357,1,0,"02/13/2014: An explosive device detonated in a marketplace in Baghdad city, Baghdad governorate, Iraq. This was one of two such explosions at this market on this day, across which at least two people were killed and at least 11 others were wounded. Sources indicate that both devices were hidden inside clothing stalls. No group claimed responsibility for the attacks; however, local government officials attributed them to the Islamic State of Iraq and the Levant (ISIL)."
2014-02-14,2014,2,February,14,Friday,Iraq,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,Islamic State of Iraq and the Levant (ISIL),Armed Assault,Military,Firearms,0.0,2.0,2.0,1.0986122886681098,1,0,"02/14/2014: Assailants attacked soldiers at a mourning ceremony in Kirkuk city, Kirkuk, Iraq. At least two people, an officer and a soldier, were injured as a result of the attack. No group claimed responsibility for the incident; however, sources attributed it to the Islamic State of Iraq and the Levant (ISIL)."
2014-02-15,2014,2,February,15,Saturday,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Private Citizens & Property,Explosives,0.0,2.0,2.0,1.0986122886681098,1,0,"02/15/2014: An explosive device detonated near a market in the Sadr City area of Baghdad city, Baghdad governorate, Iraq. This was one of two successive blasts at this market on this day, across which at least three people were wounded. Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the attacks."
2014-02-16,2014,2,February,16,Sunday,Iraq,Middle East & North Africa,Kirkuk,Riyadh,35.272076,43.915043,Islamic State of Iraq and the Levant (ISIL),Armed Assault,Military,Firearms,8.0,3.0,11.0,2.4849066497880004,1,0,"02/16/2014: Assailants attacked an Iraqi Army formation in Riyadh district, Kirkuk, Iraq. A clash ensued, during which six assailants and two soldiers were killed and three other soldiers were wounded. No group claimed responsibility for the incident; however, sources attributed it to the Islamic State of Iraq and the Levant (ISIL)."
2014-02-17,2014,2,February,17,Monday,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Transportation,Explosives,10.0,23.0,33.0,3.5263605246161616,1,0,"02/17/2014: An explosives-laden bus detonated at a bus station in the Ur area of Baghdad city, Baghdad governorate, Iraq. At least 10 people were killed and at least 23 others were injured as a result of the blast. This was one of four such attacks involving explosives-laden vehicles, which occurred in predominantly Shia areas of Baghdad on this day. No group claimed responsibility; however, sources suspect that the Islamic State of Iraq and the Levant (ISIL) was behind the incidents."
2014-02-18,2014,2,February,18,Tuesday,Iraq,Middle East & North Africa,Babil,Hillah,32.469238,44.416637,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Private Citizens & Property,Explosives,1.0,5.0,6.0,1.9459101490553132,1,0,"02/18/2014: An explosives-laden vehicle detonated in Hillah city, Babil governorate, Iraq. This was one of four such attacks in Hillah and one of seven such attacks in Babil on this day, across which at least seven people were killed and at least 35 people were injured. No group claimed responsibility for the incidents; however, police officials attributed the attacks to the Islamic State of Iraq and the Levant (ISIL)."
2014-02-18,2014,2,February,18,Tuesday,Iraq,Middle East & North Africa,Babil,Musayyib,32.777344,44.289352,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Private Citizens & Property,Explosives,1.0,5.0,6.0,1.9459101490553132,1,0,"02/18/2014: An explosives-laden vehicle detonated in Musayyib city, Babil governorate, Iraq. This was one of seven such attacks in Babil on this day, across which at least seven people were killed and at least 35 people were injured. No group claimed responsibility for the incidents; however, police officials attributed the attacks to the Islamic State of Iraq and the Levant (ISIL)."
2014-02-18,2014,2,February,18,Tuesday,Iraq,Middle East & North Africa,Babil,Haswah,32.88018,44.386963,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Private Citizens & Property,Explosives,1.0,5.0,6.0,1.9459101490553132,1,0,"02/18/2014: An explosives-laden vehicle detonated in Haswa, Babil governorate, Iraq. This was one of seven such attacks in Babil on this day, across which at least seven people were killed and at least 35 people were injured. No group claimed responsibility for the incidents; however, police officials attributed the attacks to the Islamic State of Iraq and the Levant (ISIL)."
2014-02-18,2014,2,February,18,Tuesday,Iraq,Middle East & North Africa,Babil,Mahawil,32.654751,44.408989,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Private Citizens & Property,Explosives,1.0,5.0,6.0,1.9459101490553132,1,0,"02/18/2014: An explosives-laden vehicle detonated in Mahaweel city, Babil governorate, Iraq. This was one of seven such attacks in Babil on this day, across which at least seven people were killed and at least 35 people were injured. No group claimed responsibility for the incidents; however, police officials attributed the attacks to the Islamic State of Iraq and the Levant (ISIL)."
2014-02-18,2014,2,February,18,Tuesday,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Private Citizens & Property,Explosives,1.0,10.0,11.0,2.4849066497880004,1,0,"02/18/2014: An explosives-laden vehicle detonated in the Bayaa area of Baghdad city, Baghdad governorate, Iraq. At least one person was killed and at least 10 people were injured as a result of the blast. This was one of two such attacks in Baghdad on this day. No group claimed responsibility for the incident; however, authorities attributed it to the Islamic State of Iraq and the Levant (ISIL)."
2014-02-19,2014,2,February,19,Wednesday,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Private Citizens & Property,Explosives,0.0,1.0,1.0,0.6931471805599453,1,0,"02/19/2014: A sticky bomb attached to a vehicle detonated in the Camp Gaylani area of Baghdad city, Baghdad governorate, Iraq. The vehicle's driver was seriously injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
2014-02-19,2014,2,February,19,Wednesday,Iraq,Middle East & North Africa,Babil,Abd Wayis,32.932407,44.175888,Islamic State of Iraq and the Levant (ISIL),Armed Assault,Military,Firearms,6.0,0.0,6.0,1.9459101490553132,0,0,"02/19/2014: Assailants attacked a Iraqi Armed Forces checkpoint in Abd Wayis area, Babil governorate, Iraq. The soldiers returned fire, killing at least six assailants. No group claimed responsibility for the incident; however, sources attributed it to the Islamic State of Iraq and the Levant (ISIL)."
2014-02-22,2014,2,February,22,Saturday,Iraq,Middle East & North Africa,Diyala,Imam Weis district,33.937461,45.133543,Islamic State of Iraq and the Levant (ISIL),Armed Assault,Police,Firearms,10.0,6.0,16.0,2.833213344056216,1,0,"02/22/2014: Assailants attacked a police base and surrounding outposts in Imam Weis district, Diyala governorate, Iraq. At least four assailants and six police officers were killed and another six officers were injured in the ensuing clash. No group claimed responsibility for the incident; however, sources attributed the attack to Islamic State of Iraq and the Levant (ISIL)."
2014-02-22,2014,2,February,22,Saturday,Iraq,Middle East & North Africa,Al Anbar,Karma,33.403057,43.911865,Islamic State of Iraq and the Levant (ISIL),Armed Assault,Military,Firearms,4.0,0.0,4.0,1.6094379124341003,1,0,"02/22/2014: Assailants shot down an Iraqi military reconnaissance helicopter of Karma town, Al Anbar governorate, Iraq. Four helicopter crew members were killed. No group claimed responsibility; however, authorities attributed the incident to Islamic State in Iraq and the Levant (ISIL)."
2014-02-23,2014,2,February,23,Sunday,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Police,Explosives,0.0,3.0,3.0,1.3862943611198906,1,0,"02/23/2014: A roadside bomb detonated targeting a police patrol at Palestine Street in Baghdad city, Baghdad governorate, Iraq. At least three police officers were injured in the blast. Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the attack."
2014-02-24,2014,2,February,24,Monday,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Islamic State of Iraq and the Levant (ISIL),Assassination,Government (General),Explosives,0.0,2.0,2.0,1.0986122886681098,0,0,"02/24/2014: Two roadside bombs detonated near the convoy of Atheel al-Nujaifi near Mosul city in Nineveh governorate, Iraq. Al-Nujaifi, the governor of Nineveh governorate, was unharmed; however, two government officials were injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL)."
2014-02-27,2014,2,February,27,Thursday,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Transportation,Explosives,4.0,11.0,15.0,2.772588722239781,1,0,"02/27/2014: A bus struck a roadside bomb in Shaab district, Baghdad city, Baghdad governorate, Iraq. At least four people were killed and 11 were injured by the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
2014-02-27,2014,2,February,27,Thursday,Iraq,Middle East & North Africa,Al Anbar,Ramadi,33.420948,43.295662,Islamic State of Iraq and the Levant (ISIL),Armed Assault,Military,Firearms,2.0,5.0,7.0,2.0794415416798357,1,0,"02/27/2014: Assailants opened fire on a military checkpoint in Ramadi city, Al Anbar governorate, Iraq. At least two soldiers were killed and another five soldiers were injured in the attack. No group claimed responsibility for the incident; however, a police official attributed the attack to the Islamic State of Iraq and the Levant (ISIL)."
2014-03-01,2014,3,March,1,Saturday,Iraq,Middle East & North Africa,Al Anbar,Khalidiyah,33.388054,43.5317,Islamic State of Iraq and the Levant (ISIL),Armed Assault,Police,Firearms,2.0,3.0,5.0,1.791759469228055,1,0,"03/01/2014: Assailants attacked a police checkpoint in Khalidiyah town, Al-Anbar governorate, Iraq. Two police officers were killed and three officers were wounded. This was one of three related incidents targeting checkpoints in Ramadi district on this date. No group claimed responsibility; however, sources suspected the involvement of the Islamic State of Iraq and the Levant (ISIL) in the attack."
2014-03-01,2014,3,March,1,Saturday,Iraq,Middle East & North Africa,Al Anbar,Ramadi,33.420948,43.295662,Islamic State of Iraq and the Levant (ISIL),Armed Assault,Military,Firearms,2.0,0.0,2.0,1.0986122886681098,1,0,"03/01/2014: Assailants attacked a security checkpoint in Ramadi city, Al-Anbar governorate, Iraq. This was one of three related incidents targeting checkpoints in Ramadi district on this date. Four security personnel were killed across two of the attacks. No group claimed responsibility for the incident; however, a source attributed the attack to the Islamic State of Iraq and the Levant (ISIL)."
2014-03-01,2014,3,March,1,Saturday,Iraq,Middle East & North Africa,Al Anbar,Ramadi,33.420948,43.295662,Islamic State of Iraq and the Levant (ISIL),Unknown,Police,Unknown,2.0,0.0,2.0,1.0986122886681098,1,0,"03/01/2014: Assailants attacked a police checkpoint in Ramadi city, Al-Anbar governorate, Iraq. This was one of three related incidents targeting checkpoints in Ramadi district on this date. Four security personnel were killed across two of the attacks. No group claimed responsibility for the incident; however, sources suspected that Islamic State of Iraq and the Levant (ISIL) was behind the incident."
2014-03-04,2014,3,March,4,Tuesday,Iraq,Middle East & North Africa,Saladin,Tikrit,34.621521,43.668377,Islamic State of Iraq and the Levant (ISIL),Assassination,Police,Firearms,1.0,3.0,4.0,1.6094379124341003,1,0,"03/04/2014: Gunmen opened fire on the vehicle of Lazim Musa Isa in Al-Qadisiyah area, Tikrit city, Saladin governorate, Iraq. Isa, a police major, was killed and three people were injured in the shooting. No group claimed responsibility for the incident; however, police attributed the attack to the Islamic State of Iraq and the Levant (ISIL)."
2014-03-05,2014,3,March,5,Wednesday,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Private Citizens & Property,Explosives,1.0,9.0,10.0,2.3978952727983707,1,0,"03/05/2014: An explosives-laden vehicle detonated near the University of Technology in the Camp Sarah neighborhood of Baghdad city, Baghdad governorate, Iraq. The blast killed one person and injured nine other people. This was one of seven coordinated bombings targeting Shia areas in Baghdad on this day. No group claimed responsibility for the attack; however, authorities suspected that the Islamic State of Iraq and the Levant (ISIL) was involved."
2014-03-06,2014,3,March,6,Thursday,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Private Citizens & Property,Explosives,7.0,17.0,24.0,3.2188758248682006,1,0,"03/06/2014: An explosives-laden vehicle detonated near a mosque in Al-Amil area, Baghdad city, Baghdad governorate, Iraq. Seven people were killed and 17 others were injured in the blast. This was one of two attacks in Al-Amil on this date. No group claimed responsibility for the incident; however, sources suspected that the Islamic State of Iraq and the Levant (ISIL) was involved."
2014-03-06,2014,3,March,6,Thursday,Iraq,Middle East & North Africa,Babil,Hillah,32.469238,44.416637,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Private Citizens & Property,Explosives,4.0,10.0,14.0,2.70805020110221,1,0,"03/06/2014: An explosives-laden vehicle detonated near Al-Fayha Hospital in Hillah city, Babil governorate, Iraq. This was one of three unrelated blasts in the governorate. Twelve people were killed and 30 others were injured across all three of the explosions. No group claimed responsibility for the incident; however, sources suspected that the Islamic State of Iraq and the Levant (ISIL) was involved."
2014-03-06,2014,3,March,6,Thursday,Iraq,Middle East & North Africa,Babil,Iskandariyah,32.887157,44.341637,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Private Citizens & Property,Explosives,4.0,10.0,14.0,2.70805020110221,1,0,"03/06/2014: An explosives-laden vehicle detonated near a casino in Alexandria city, Babil governorate, Iraq. This was one of three unrelated blasts in the governorate. Twelve people were killed and 30 others were injured across all three of the explosions. No group claimed responsibility for the incident; however, sources suspected that the Islamic State of Iraq and the Levant (ISIL) was involved."
2014-03-06,2014,3,March,6,Thursday,Iraq,Middle East & North Africa,Diyala,Jisr Diyala,33.223203,44.540806,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Private Citizens & Property,Explosives,2.0,7.0,9.0,2.302585092994046,1,0,"03/06/2014: An explosive device detonated in Jisr Diyala area, Diyala governorate, Iraq. At least two people were killed and another seven people were injured in the blast. No group claimed responsibility for the incident; however, sources suspected that the Islamic State of Iraq and the Levant (ISIL) was involved."
2014-03-06,2014,3,March,6,Thursday,Iraq,Middle East & North Africa,Saladin,Mushahidah,33.649971,44.261543,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Private Citizens & Property,Explosives,5.0,14.0,19.0,2.995732273553991,1,0,"03/06/2014: An explosives-laden vehicle detonated in Mushada town, Saladin governorate, Iraq. At least five people were killed and another 14 people were injured in the blast. No group claimed responsibility for the incident; however, sources suspected that the Islamic State of Iraq and the Levant (ISIL) was involved."
2014-03-08,2014,3,March,8,Saturday,Iraq,Middle East & North Africa,Diyala,Darawish al-Arabi,34.016219,44.914895,Islamic State of Iraq and the Levant (ISIL),Assassination,Military,Explosives,1.0,0.0,1.0,0.6931471805599453,1,0,"03/08/2014: An explosive device detonated near the convoy of Lieutenant Colonel Abbas al-Rubay'i in Darawish al Arabi area, Diyala governorate, Iraq. Rubay'i, the commander of the Fourth Armoured Brigade, was killed and an unknown number of soldiers were injured in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
2014-03-08,2014,3,March,8,Saturday,Iraq,Middle East & North Africa,Saladin,Tikrit,34.621521,43.668377,Islamic State of Iraq and the Levant (ISIL),Assassination,Government (General),Firearms,1.0,0.0,1.0,0.6931471805599453,1,0,"03/08/2014: Gunmen opened fire on Abbas al-Fadil in Tikrit city, Saladin governorate, Iraq. Al-Fadil, a mayor, was killed in the incident. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the attack."
2014-03-08,2014,3,March,8,Saturday,Iraq,Middle East & North Africa,Saladin,Tikrit,34.621521,43.668377,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Police,Explosives,0.0,1.0,1.0,0.6931471805599453,1,0,"03/08/2014: Assailants detonated an explosive device near a police officer's house in Tikrit city, Saladin governorate, Iraq. This was one of 14 explosive devices targeting homes of police officers in Tikrit on this date. Three people were wounded across all 14 attacks. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incidents."
2014-03-09,2014,3,March,9,Sunday,Iraq,Middle East & North Africa,Babil,Jurf al-Sakhar,32.808546,44.244883,Islamic State of Iraq and the Levant (ISIL),Armed Assault,Police,Firearms,2.0,2.0,4.0,1.6094379124341003,1,0,"03/09/2014: Assailants attacked a police checkpoint in Al-Bahbahan area, Jurf al-Sakhar city, Babil governorate, Iraq. Two police officers were killed and two were wounded in the incident. This was one of at least six attacks conducted by the same group around Iraq on March 9, 2014. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
2014-03-09,2014,3,March,9,Sunday,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Islamic State of Iraq and the Levant (ISIL),Assassination,Police,Firearms,1.0,0.0,1.0,0.6931471805599453,1,0,"03/09/2014: Gunmen opened fire on the vehicle of Colonel Salim Hasan Mur'i in Hay al-Sihah area, Mosul city, Nineveh governorate, Iraq. Mur'i, the commander of Nineveh police intelligence, was killed in the incident. This was one of at least six attacks conducted by the same group around Iraq on March 9, 2014. No group claimed responsibility for the attack; however, sources suspected the involvement of the Islamic State of Iraq and the Levant (ISIL)."
2014-03-09,2014,3,March,9,Sunday,Iraq,Middle East & North Africa,Sulaymaniyah,Qadir Karam,35.197147,44.897963,Islamic State of Iraq and the Levant (ISIL),Armed Assault,Business,Firearms,3.0,6.0,9.0,2.302585092994046,1,0,"03/09/2014: Gunmen opened fire on a North Oil Company vehicle in Qadir Karam area, near Tuz Khurmatu city, Sulaymaniyah governorate, Iraq. At least three people were killed and six were injured in the incident. This was one of at least six attacks conducted by the same group around Iraq on March 9, 2014. No group claimed responsibility; however, sources suspected the Islamic State of Iraq and the Levant (ISIL)."
2014-03-09,2014,3,March,9,Sunday,Iraq,Middle East & North Africa,Al Anbar,Zaidan,33.24637,44.02548,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Military,Explosives,1.0,3.0,4.0,1.6094379124341003,1,0,"03/09/2014: A roadside bomb detonated targeting a military patrol in Zaidan area, Al Anbar governorate, Iraq. At least one soldier was killed and three soldiers were injured in the blast. This was one of at least six attacks conducted by the same group around Iraq on March 9, 2014. No group claimed responsibility for the incident; however, sources suspected the involvement of the Islamic State of Iraq and the Levant (ISIL)."
2014-03-09,2014,3,March,9,Sunday,Iraq,Middle East & North Africa,Al Anbar,Fallujah,33.349159,43.784199,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Private Citizens & Property,Explosives,2.0,0.0,2.0,1.0986122886681098,1,0,"03/09/2014: Assailants fired mortars and artillery shells into Nu'imiyah area, Fallujah city, Al Anbar governorate, Iraq. Two people were killed in the attack. This was one of at least six attacks conducted by the same group around Iraq on March 9, 2014. No group claimed responsibility for the incident; however, sources suspected the involvement of the Islamic State of Iraq and the Levant (ISIL)."
2014-03-09,2014,3,March,9,Sunday,Iraq,Middle East & North Africa,Kirkuk,Kirkuk,35.45211,44.375465,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Unknown,Explosives,3.0,0.0,3.0,1.3862943611198906,1,1,"03/09/2014: Security forces intercepted three suicide bombers in Adan neighborhood, Kirkuk city, Kirkuk, Iraq. When confronted by the police, the bombers detonated their explosives, killing only themselves and injuring nobody. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL)."
2014-03-11,2014,3,March,11,Tuesday,Iraq,Middle East & North Africa,Saladin,Samarra,34.208416,43.890713,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Police,Explosives,2.0,2.0,4.0,1.6094379124341003,1,0,"03/11/2014: Two explosive devices detonated along Watban Street in Samarra city, Saladin governorate, Iraq. One police officer and one civilian were killed and one police officer and one civilian were wounded by the blasts. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
2014-03-11,2014,3,March,11,Tuesday,Iraq,Middle East & North Africa,Nineveh,Unknown,36.107877,42.456381,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Police,Explosives,2.0,0.0,2.0,1.0986122886681098,1,1,"03/11/2014: A suicide bomber detonated at a police headquarters in Nineveh governorate, Iraq. A police officer threw his arms around the bomber, killing himself but preventing further injuries. No group claimed responsibility for the incident, but sources attributed it to the Islamic State of Iraq and the Levant (ISIL)."
2014-03-13,2014,3,March,13,Thursday,Iraq,Middle East & North Africa,Nineveh,Mosul,36.354145,43.14357,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Police,Explosives,1.0,0.0,1.0,0.6931471805599453,1,1,"03/13/2014: A suicide bomber attempted to detonate an explosives-laden vehicle at an Iraqi Police Service (IPS) base in Mosul city, Nineveh governorate, Iraq. Security forces shot the assailant and detonated the vehicle before he could reach his target. Security forces also captured six other assailants. No group claimed responsibility for the incident; however, sources attributed the attack to the Islamic State of Iraq and the Levant (ISIL)."
2014-03-14,2014,3,March,14,Friday,Iraq,Middle East & North Africa,Saladin,Mushahidah,33.649971,44.261543,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Military,Explosives,2.0,3.0,5.0,1.791759469228055,1,0,"03/14/2014: An explosive device detonated near an Iraqi Armed Forces patrol in Mushahadah village, Saladin governorate, Iraq. At least two soldiers were killed and three others were wounded in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
2014-03-15,2014,3,March,15,Saturday,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Private Citizens & Property,Explosives,3.0,10.0,13.0,2.6390573296152584,1,0,"03/15/2014: An explosives-laden vehicle detonated at a market in Qahirah area, Baghdad city, Baghdad governorate, Iraq. At least three people were killed and 10 others were wounded in the blast. No group claimed responsibility for the incident; however, sources suspected that the Islamic State of Iraq and the Levant (ISIL) was involved in the attack."
2014-03-15,2014,3,March,15,Saturday,Iraq,Middle East & North Africa,Saladin,Tikrit,34.621521,43.668377,Islamic State of Iraq and the Levant (ISIL),Assassination,Police,Explosives,0.0,15.0,15.0,2.772588722239781,0,1,"03/15/2014: An explosives-laden vehicle detonated outside the residence of Colonel Qays al-Rashid in Jameel area, Tikrit city, Saladin governorate, Iraq. Al-Rashid, an Iraqi Police Service (IPS) officer, was unharmed; however, 15 people were wounded in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
2014-03-18,2014,3,March,18,Tuesday,Iraq,Middle East & North Africa,Babil,Hillah,32.469238,44.416637,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Private Citizens & Property,Explosives,2.0,7.0,9.0,2.302585092994046,1,0,"03/18/2014: An explosives-laden vehicle detonated near a restaurant in Hillah city, Babil governorate, Iraq. This was one of two similar attacks in Hillah city on March 18, 2014. Three people were killed and 13 others were wounded across attacks. No group claimed responsibility for the incident; however, sources suspected that the Islamic State of Iraq and the Levant (ISIL) was involved in the attack."
2014-03-18,2014,3,March,18,Tuesday,Iraq,Middle East & North Africa,Saladin,Baiji,34.92485,43.491413,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Police,Explosives,1.0,6.0,7.0,2.0794415416798357,1,0,"03/18/2014: An explosives-laden vehicle detonated near a police checkpoint in Baiji city, Saladin governorate, Iraq. One police officer was killed and six others were wounded in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
2014-03-18,2014,3,March,18,Tuesday,Iraq,Middle East & North Africa,Wasit,Hafriyah,32.990785,44.839572,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Private Citizens & Property,Explosives,1.0,0.0,1.0,0.6931471805599453,1,0,"03/18/2014: An explosives-laden vehicle detonated among civilians in Hafriyah town, Wasit governorate, Iraq. One person was killed in the blast. This was one of two similar attacks in Hafriyah town on March 18, 2014. No group claimed responsibility for the incident; however, sources suspected that the Islamic State of Iraq and the Levant (ISIL) was involved in the attack."
2014-03-18,2014,3,March,18,Tuesday,Iraq,Middle East & North Africa,Karbala,Karbala,32.604393,44.007145,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Private Citizens & Property,Explosives,3.0,16.0,19.0,2.995732273553991,1,0,"03/18/2014: An explosives-laden vehicle detonated among civilians in Karbala city, Karbala governorate, Iraq. Three people were killed and 16 others were wounded in the blast. No group claimed responsibility for the incident; however, sources suspected that the Islamic State of Iraq and the Levant (ISIL) was involved in the attack."
2014-03-18,2014,3,March,18,Tuesday,Iraq,Middle East & North Africa,Baghdad,Baghdad,33.303566,44.371773,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Private Citizens & Property,Explosives,1.0,3.0,4.0,1.6094379124341003,1,0,"03/18/2014: A roadside bomb detonated among civilians in Shaab neighborhood, Baghdad city, Baghdad governorate, Iraq. One person was killed and three others were wounded in the blast. No group claimed responsibility for the incident; however, sources suspected that the Islamic State of Iraq and the Levant (ISIL) was involved in the attack."
2014-03-18,2014,3,March,18,Tuesday,Iraq,Middle East & North Africa,Saladin,Tarmiyah,33.669689,44.381317,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Military,Explosives,0.0,3.0,3.0,1.3862943611198906,1,0,"03/18/2014: An explosive device detonated near a military patrol in Tarmiyah district, Saladin governorate, Iraq. Three soldiers were wounded in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
2014-03-18,2014,3,March,18,Tuesday,Iraq,Middle East & North Africa,Babil,Mahmudiyah,33.057991,44.354839,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Private Citizens & Property,Explosives,1.0,5.0,6.0,1.9459101490553132,1,0,"03/18/2014: An explosives-laden vehicle detonated among civilians in Mahmudiyah city, Babil governorate, Iraq. One civilian was killed and five others were wounded in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
2014-03-19,2014,3,March,19,Wednesday,Iraq,Middle East & North Africa,Saladin,Ishaqi,34.010097,44.062745,Islamic State of Iraq and the Levant (ISIL),Bombing/Explosion,Police,Explosives,4.0,4.0,8.0,2.1972245773362196,1,0,"03/19/2014: An explosives-laden corpse, planted inside a vehicle, detonated in Ishaqi town, Saladin governorate, Iraq. Four police officers were killed and four others were wounded in the blast. The Islamic State of Iraq and the Levant (ISIL) claimed responsibility for the incident."
